title,body_part,difficulty,equipment,image1,image2,body_part__Abs,body_part__Arms,body_part__Back,body_part__Butt/Hips,body_part__Chest,body_part__Full Body/Integrated,body_part__Legs - Calves and Shins,body_part__Legs - Thighs,body_part__Neck,body_part__Shoulders,equipment__BOSU Trainer,equipment__Barbell,equipment__Bench,equipment__Cones,equipment__Dumbbells,equipment__Heavy Ropes,equipment__Hurdles,equipment__Kettlebells,equipment__Ladder,equipment__Medicine Ball,equipment__No Equipment,equipment__Pull up bar,equipment__Raised Platform/Box,equipment__Resistance Bands/Cables,equipment__Stability Ball,equipment__TRX,equipment__Weight Machines / Selectorized
Seated Butterfly Stretch ,['Legs - Thighs'],Beginner,['No Equipment'],SeatedButterflyStretch_202-1.jpg,SeatedButterflyStretch_202-2.jpg,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Forward Hurdle Run,"['Butt/Hips', 'Legs - Calves and Shins']",Beginner,['Hurdles'],ForwardHurdleRun_202-1.jpg,ForwardHurdleRun_202-2.jpg,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Squat Jump,"['Butt/Hips', 'Legs - Thighs']",Beginner,['No Equipment'],SquatJump_202-1.jpg,SquatJump_202-2.jpg,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Childs Pose,"['Abs', 'Back', 'Butt/Hips', 'Legs - Thighs']",Beginner,['No Equipment'],ChildsPose_227-1.jpg,ChildsPose_227-2.jpg,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Warrior I,"['Butt/Hips', 'Full Body/Integrated', 'Legs - Thighs']",Beginner,['No Equipment'],WarriorI_227-1.jpg,WarriorI_227-2.jpg,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Single Leg Push-off,"['Butt/Hips', 'Legs - Calves and Shins', 'Legs - Thighs']",Beginner,['Raised Platform/Box'],SingleLegPush-off_227-1.jpg,SingleLegPush-off_227-2.jpg,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Leg Crossover Stretch ,"['Butt/Hips', 'Legs - Thighs']",Beginner,['No Equipment'],LegCrossoverStretch_227-1.jpg,LegCrossoverStretch_227-2.jpg,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Supine Hamstrings Stretch,"['Legs - Calves and Shins', 'Legs - Thighs']",Beginner,['No Equipment'],SupineHamstringsStretch_227-1.jpg,SupineHamstringsStretch_227-2.jpg,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Supine Reverse Marches,['Abs'],Beginner,['No Equipment'],SupineReverseMarches_227-1.jpg,SupineReverseMarches_227-2.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Upward Facing Dog,"['Abs', 'Back']",Beginner,['No Equipment'],UpwardFacingDog_227-1.jpg,UpwardFacingDog_227-2.jpg,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
V Sit Partner Rotations,['Abs'],Beginner,['Medicine Ball'],VSitPartnerRotations_227-1.jpg,VSitPartnerRotations_227-2.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Partner Assisted Bodyweight Squats,"['Abs', 'Butt/Hips', 'Legs - Thighs']",Beginner,['No Equipment'],PartnerAssistedBodyweightSquats_227-1.jpg,PartnerAssistedBodyweightSquats_227-2.jpg,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Partner Tricep Extension,"['Abs', 'Arms', 'Butt/Hips']",Beginner,['Resistance Bands/Cables'],PartnerTricepExtension_227-1.jpg,PartnerTricepExtension_227-2.jpg,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Quadruped Bent-knee Hip Extensions,"['Abs', 'Butt/Hips']",Beginner,['No Equipment'],QuadrupedBent-kneeHipExtensions_227-1.jpg,QuadrupedBent-kneeHipExtensions_227-2.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Modified Hurdler's Stretch,['Legs - Thighs'],Beginner,['No Equipment'],ModifiedHurdler_sStretch_227-1.jpg,ModifiedHurdler_sStretch_227-2.jpg,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Walking Abduction,['Butt/Hips'],Beginner,['Resistance Bands/Cables'],WalkingAbduction_290-1.jpg,WalkingAbduction_290-2.jpg,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Seated Crunch,['Abs'],Beginner,['Weight Machines / Selectorized'],SeatedCrunch_290-1.jpg,SeatedCrunch_290-2.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Tricep Extension,['Arms'],Beginner,['Weight Machines / Selectorized'],TricepExtension_290-1.jpg,TricepExtension_290-2.jpg,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Glute Press,['Butt/Hips'],Beginner,['Weight Machines / Selectorized'],GlutePress_290-1.jpg,GlutePress_290-2.jpg,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Calf Raise,['Legs - Calves and Shins'],Beginner,['Weight Machines / Selectorized'],CalfRaise_290-1.jpg,CalfRaise_290-2.jpg,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Lateral Shoulder Raise,['Shoulders'],Beginner,['Weight Machines / Selectorized'],LateralShoulderRaise_290-1.jpg,LateralShoulderRaise_290-2.jpg,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Kneeling ABC's,['Abs'],Beginner,['Stability Ball'],KneelingABC_s_290-1.jpg,KneelingABC_s_290-2.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Decline Plank,['Abs'],Beginner,['BOSU Trainer'],DeclinePlank_290-1.jpg,DeclinePlank_290-2.jpg,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Standing Bicep Curl,['Arms'],Beginner,['Resistance Bands/Cables'],StandingBicepCurl_290-1.jpg,StandingBicepCurl_290-2.jpg,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Standing Crunch,['Abs'],Beginner,['Resistance Bands/Cables'],StandingCrunch_290-1.jpg,StandingCrunch_290-2.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Tricep Pressdown Exercise,['Arms'],Beginner,['Resistance Bands/Cables'],TricepPressdownExercise_290-1.jpg,TricepPressdownExercise_290-2.jpg,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anti-rotation Reverse Lunge,['Full Body/Integrated'],Beginner,['Resistance Bands/Cables'],Anti-rotationReverseLunge_290-1.jpg,Anti-rotationReverseLunge_290-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Rotator Cuff Internal Rotation,['Shoulders'],Beginner,['Resistance Bands/Cables'],RotatorCuffInternalRotation_351-1.jpg,RotatorCuffInternalRotation_351-2.jpg,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Rotator Cuff External Rotation,['Shoulders'],Beginner,['Resistance Bands/Cables'],RotatorCuffExternalRotation_351-1.jpg,RotatorCuffExternalRotation_351-2.jpg,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Single-arm Lateral Raise,['Shoulders'],Beginner,['Resistance Bands/Cables'],Single-armLateralRaise_351-1.jpg,Single-armLateralRaise_351-2.jpg,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
V-raise,['Shoulders'],Beginner,['Dumbbells'],V-raise_351-1.jpg,V-raise_351-2.jpg,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Forward Lunge,"['Butt/Hips', 'Legs - Thighs']",Intermediate,['Barbell'],ForwardLunge_8-1.jpg,ForwardLunge_8-2.jpg,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hammer Curl,['Arms'],Intermediate,['Dumbbells'],HammerCurl_8-1.jpg,HammerCurl_8-2.jpg,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Bird-dog,"['Abs', 'Back', 'Butt/Hips']",Intermediate,['No Equipment'],Bird-dog_8-1.jpg,Bird-dog_8-2.jpg,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Downward-facing Dog,"['Arms', 'Back', 'Butt/Hips', 'Full Body/Integrated', 'Legs - Calves and Shins', 'Legs - Thighs']",Intermediate,['No Equipment'],Downward-facingDog_8-1.jpg,Downward-facingDog_8-2.jpg,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Chest Press,"['Arms', 'Chest', 'Shoulders']",Intermediate,"['Bench', 'Dumbbells']",ChestPress_8-1.jpg,ChestPress_8-2.jpg,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Lying Chest Fly,"['Chest', 'Shoulders']",Intermediate,"['Bench', 'Dumbbells']",LyingChestFly_8-1.jpg,LyingChestFly_8-2.jpg,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Front Squat,"['Back', 'Butt/Hips', 'Full Body/Integrated', 'Legs - Thighs']",Intermediate,['Dumbbells'],FrontSquat_8-1.jpg,FrontSquat_8-2.jpg,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Front Plank,"['Abs', 'Back']",Intermediate,['No Equipment'],FrontPlank_8-1.jpg,FrontPlank_8-2.jpg,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Kneeling Lat Pulldown,['Back'],Intermediate,['Resistance Bands/Cables'],KneelingLatPulldown_8-1.jpg,KneelingLatPulldown_8-2.jpg,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Lying Barbell Triceps Extensions ,['Arms'],Intermediate,"['Barbell', 'Bench']",LyingBarbellTricepsExtensions_8-1.jpg,LyingBarbellTricepsExtensions_8-2.jpg,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lying Pullovers,['Chest'],Intermediate,"['Bench', 'Dumbbells']",LyingPullovers_8-1.jpg,LyingPullovers_8-2.jpg,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Push-up,"['Arms', 'Chest', 'Shoulders']",Intermediate,['No Equipment'],Push-up_8-1.jpg,Push-up_8-2.jpg,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Seated Shoulder Press,"['Arms', 'Shoulders']",Intermediate,"['Barbell', 'Bench']",SeatedShoulderPress_43-1.jpg,SeatedShoulderPress_43-2.jpg,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Seated Overhead Press,"['Arms', 'Shoulders']",Intermediate,"['Bench', 'Dumbbells']",SeatedOverheadPress_43-1.jpg,SeatedOverheadPress_43-2.jpg,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Side Lunge,"['Butt/Hips', 'Legs - Thighs']",Intermediate,['No Equipment'],SideLunge_43-1.jpg,SideLunge_43-2.jpg,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Calf Raises,['Legs - Calves and Shins'],Intermediate,['Barbell'],CalfRaises_43-1.jpg,CalfRaises_43-2.jpg,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Stability Ball Hamstring Curl,"['Butt/Hips', 'Legs - Thighs']",Intermediate,['Stability Ball'],StabilityBallHamstringCurl_43-1.jpg,StabilityBallHamstringCurl_43-2.jpg,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Stability Ball Prone Walkout,"['Abs', 'Back']",Intermediate,['Stability Ball'],StabilityBallProneWalkout_43-1.jpg,StabilityBallProneWalkout_43-2.jpg,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Stability Ball Push-Up,"['Chest', 'Shoulders']",Intermediate,['Stability Ball'],StabilityBallPush-Up_43-1.jpg,StabilityBallPush-Up_43-2.jpg,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Glute Bridge ,"['Abs', 'Butt/Hips', 'Legs - Thighs']",Intermediate,['Stability Ball'],GluteBridge_43-1.jpg,GluteBridge_43-2.jpg,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Stability Ball Shoulder Stabilization,"['Back', 'Shoulders']",Intermediate,['Stability Ball'],StabilityBallShoulderStabilization_43-1.jpg,StabilityBallShoulderStabilization_43-2.jpg,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Bicep Curl,['Arms'],Intermediate,['Barbell'],BicepCurl_43-1.jpg,BicepCurl_43-2.jpg,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Shrug,['Back'],Intermediate,['Barbell'],Shrug_43-1.jpg,Shrug_43-2.jpg,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Triceps Extension,['Arms'],Intermediate,['Dumbbells'],TricepsExtension_43-1.jpg,TricepsExtension_43-2.jpg,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Standing Shrug,['Back'],Intermediate,['Dumbbells'],StandingShrug_75-1.jpg,StandingShrug_75-2.jpg,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Reverse Ab Crunch,['Abs'],Intermediate,['No Equipment'],ReverseAbCrunch_75-1.jpg,ReverseAbCrunch_75-2.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TRX ® Assisted Cross-over Lunge with Arm Raise,"['Back', 'Butt/Hips', 'Shoulders']",Intermediate,['TRX'],TRX®AssistedCross-overLungewithArmRaise_75-1.jpg,TRX®AssistedCross-overLungewithArmRaise_75-2.jpg,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TRX ® Assisted Side Lunge with Arm Raise,"['Back', 'Butt/Hips', 'Full Body/Integrated', 'Legs - Calves and Shins', 'Shoulders']",Intermediate,['TRX'],TRX®AssistedSideLungewithArmRaise_75-1.jpg,TRX®AssistedSideLungewithArmRaise_75-2.jpg,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Forward Lunge,"['Abs', 'Butt/Hips', 'Legs - Thighs']",Intermediate,['No Equipment'],ForwardLunge_75-1.jpg,ForwardLunge_75-2.jpg,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Side Plank with Straight Leg,"['Abs', 'Butt/Hips']",Intermediate,['No Equipment'],SidePlankwithStraightLeg_75-1.jpg,SidePlankwithStraightLeg_75-2.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Standing Trunk Rotation,['Abs'],Intermediate,['Resistance Bands/Cables'],StandingTrunkRotation_75-1.jpg,StandingTrunkRotation_75-2.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Standing Hip Adduction,"['Abs', 'Butt/Hips', 'Legs - Thighs']",Intermediate,['Resistance Bands/Cables'],StandingHipAdduction_75-1.jpg,StandingHipAdduction_75-2.jpg,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Standing Trunk Rotation,['Abs'],Intermediate,['Medicine Ball'],StandingTrunkRotation_75-1.jpg,StandingTrunkRotation_75-2.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Hip Rotations (Push-up Position),"['Abs', 'Butt/Hips', 'Legs - Thighs']",Intermediate,['No Equipment'],HipRotations(Push-upPosition)_75-1.jpg,HipRotations(Push-upPosition)_75-2.jpg,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Box Jumps,"['Butt/Hips', 'Legs - Calves and Shins', 'Legs - Thighs']",Intermediate,['Raised Platform/Box'],BoxJumps_75-1.jpg,BoxJumps_75-2.jpg,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
BOSU® Squat Jumps,"['Abs', 'Butt/Hips', 'Legs - Thighs']",Intermediate,['BOSU Trainer'],BOSU®SquatJumps_75-1.jpg,BOSU®SquatJumps_75-2.jpg,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Forward Cone Jumps,"['Butt/Hips', 'Legs - Thighs']",Intermediate,['Cones'],ForwardConeJumps_118-1.jpg,ForwardConeJumps_118-2.jpg,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Lateral Cone Jumps,"['Butt/Hips', 'Legs - Calves and Shins', 'Legs - Thighs']",Intermediate,['Cones'],LateralConeJumps_118-1.jpg,LateralConeJumps_118-2.jpg,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Single-arm Row,['Back'],Intermediate,"['Bench', 'Dumbbells']",Single-armRow_118-1.jpg,Single-armRow_118-2.jpg,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Kneeling Reverse Fly,"['Back', 'Shoulders']",Intermediate,['Resistance Bands/Cables'],KneelingReverseFly_118-1.jpg,KneelingReverseFly_118-2.jpg,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Sumo Rotational Squats,"['Butt/Hips', 'Legs - Thighs']",Intermediate,['No Equipment'],SumoRotationalSquats_118-1.jpg,SumoRotationalSquats_118-2.jpg,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Standing Hamstrings Curl,"['Abs', 'Legs - Thighs']",Intermediate,['Resistance Bands/Cables'],StandingHamstringsCurl_118-1.jpg,StandingHamstringsCurl_118-2.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Standing Leg Extension,"['Abs', 'Legs - Thighs']",Intermediate,['Resistance Bands/Cables'],StandingLegExtension_118-1.jpg,StandingLegExtension_118-2.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Single Leg Squat,"['Butt/Hips', 'Legs - Calves and Shins', 'Legs - Thighs']",Intermediate,['No Equipment'],SingleLegSquat_118-1.jpg,SingleLegSquat_118-2.jpg,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Walking Lunges with Twists,"['Abs', 'Butt/Hips', 'Legs - Thighs']",Intermediate,['Medicine Ball'],WalkingLungeswithTwists_118-1.jpg,WalkingLungeswithTwists_118-2.jpg,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Lunge with Elbow Instep,"['Abs', 'Butt/Hips', 'Full Body/Integrated', 'Legs - Thighs']",Intermediate,['No Equipment'],LungewithElbowInstep_118-1.jpg,LungewithElbowInstep_118-2.jpg,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Glute Bridge Single Leg Progression,"['Back', 'Butt/Hips', 'Legs - Thighs']",Intermediate,['No Equipment'],GluteBridgeSingleLegProgression_118-1.jpg,GluteBridgeSingleLegProgression_118-2.jpg,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Bear Crawl Exercise,['Full Body/Integrated'],Intermediate,['No Equipment'],BearCrawlExercise_118-1.jpg,BearCrawlExercise_118-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Standing Hip Abduction,"['Abs', 'Butt/Hips', 'Full Body/Integrated']",Intermediate,"['Resistance Bands/Cables', 'Weight Machines / Selectorized']",StandingHipAbduction_155-1.jpg,StandingHipAbduction_155-2.jpg,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
Standing Chest Fly,['Chest'],Intermediate,['Resistance Bands/Cables'],StandingChestFly_155-1.jpg,StandingChestFly_155-2.jpg,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Standing Decline Cable Flyes,['Chest'],Intermediate,['Weight Machines / Selectorized'],StandingDeclineCableFlyes_155-1.jpg,StandingDeclineCableFlyes_155-2.jpg,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
